,sentiment,content,polarity
24175,worry,Being involved in requirements and architecture is nice and all but now Im looking forward to writing some code,negative
24176,happiness,XLesseyX good and you cup cake,positive
24177,love,Brad Fastings is my favorite person to hang out with from 12 AM to 5 AM,positive
24178,surprise,yadatree I used to row in high school and just found out there is a rowing club ten minutes away from me so I thought I should sign up,positive
24179,happiness,YatPundit oooh OK thought I was losing my MizMind,positive
24180,worry,GeeEmm There will be NO vidoe evidence  I cant wait though Now I just need 2 find a regular partner if I end up loving it,negative
24181,surprise,lemziipie Wow congrats Rosemary,positive
24182,relief,Pearl57 welcome back my monday turned out ok hope yours does too  xox,positive
24183,neutral,communitychannel on youtube,neutral
24184,neutral,xanderprod Was actually done by my cousin,neutral
24185,neutral,AP gov exam Havent looked at this stuff in months Whats that Im a total legal nerd and know these cases like none other Oh yeah,neutral
24186,neutral,penelope_mills  better than a spider or some type if Australian wildlife one would imagine,neutral
24187,happiness,yeah Im going to Makati Cinema Square with my dad later haha,positive
24188,love,insic Anytime,positive
24189,worry,Im going into a spiritual stagnentation its exploding my ego I now realise im not all that great and Im ok with that,negative
24190,happiness,My wish came true  see u,positive
24191,neutral,buchmamsell ist im der Haus or something like that  Guten morgen FrÃ¯Â¿Âulein,neutral
24192,neutral,neillavin300 Soz no ideas That is a reason i didnt take geography cz i would fall asleep as well Lmao,neutral
24193,love,utterhip That is the sweetest loveliest thing for you to say You made me smile Thank you for that,positive
24194,love,I absolutely love mike watts from sexy heroes,positive
24195,relief,FLOODED OUT OF MY HOUSE   Staying with someone in town unless the water stops rising  i may use it as a homework excuse,positive
24196,happiness,paulina1 Good Morning and Have a Great Day at work,positive
24197,love,xoCAZZA good stuff  Im great thanks x,positive
24198,worry,OMG im sooo lazyy i cant believe im googling for a commandapp to close the CD tray i tried telekinesis didnt quite work though,negative
24199,empty,So why did my internal alarm clock wake me  630am I have another hour before my external alarm goes off Im wide awake tho,neutral
24200,happiness,visiting my friendster and facebook,positive
24201,sadness,pickleshy its tongue in cheek of some mentalitiesThere is another one which takes the piss of arabs but its too long,negative
24202,enthusiasm,CCÃ¯Â¿Âs video for Long Gone premiers today on yahoo dont miss it httpnewmusicyahoocomvideospremieres AWESOME video and version,positive
24203,surprise,toastehmonstah Ohh I got the fourth thing just not the may ahh thanks,positive
24204,neutral,2 coins people,neutral
24205,happiness,Brilliant weekend  BRILLIANT I SAY    In work now and actually working ,positive
24206,happiness,Ahh saved from mowing the lawn by the rain  Now I have plenty of time to go kayaking Blessed are the rain gods,positive
24207,happiness,home from the beach and only my feet are burned i am proud of myself and the sunscreen,positive
24208,love,Time for the hittin the hay  Later tweeps Ala Billy Cunningham You are all Great Americans,positive
24209,neutral,marieeeeee I so know what you mean,neutral
24210,neutral,Rachel is going to have lunch at baixa And has a lot of stuffs to do Wanna come ,neutral
24211,happiness,Congratulations to Manny quotPacmanquot Pacquiao Youve made every Filipino proud of being a Filipino,positive
24212,happiness,Marge_Inovera Hi Jakki Thanks for the hug  right back at ya,positive
24213,neutral,About to have lunch with Mark_Deakin meeting with the Prof didnt go too badly,neutral
24214,fun,nurseju I treat my hair so badly Its revenge for it turning grey prematurely,positive
24215,neutral,Galiiit haha def That song is EPIC have fun  im listening to new FNB,neutral
24216,empty,Studio Ghibli for this year Ponyo httpbitlywhar8 as always it seems to be perfect  well be waiting till august for it,neutral
24217,neutral,shares httptinyurlcomczhzb3 another id draft  httpplurkcomprpzmx,neutral
24218,love,MicheleKnight Thats beautiful,positive
24219,worry,mcarvin I dont feel too bad but not sure to what I should attribute that Could be cold amp flu meds nap alcohol or getting better,negative
24220,happiness,Soon we are going to look at a cabaret its going to be fun,positive
24221,neutral,The muse has me gripped firmly by the throat Really enjoying my writing,neutral
24222,happiness,photo session  motherdaughters bonding session  happy me,positive
24223,surprise,MissxMarisa haha what can i say youre a great teacher you learned from the best Hannah Montana,positive
24224,surprise,Looking forward to a session at the gym,positive
24225,surprise,andrewdisley patrick_h_lauke Sefton Park in Liverpool would be good and 200m down the road from me,positive
24226,worry,bmthofficial i am seeing you in sydney in 12 days for the third time,negative
24227,fun,sophie_lee lol a bugg to school thats awsome,positive
24228,happiness,Mexican Thats what Im craving,positive
24229,neutral,httpwwwyoutubecomLillysan I found out this morning I got 800 subscribers Thx  Check on Lillysan Awards xx Li,neutral
24230,happiness,May the 4th be with you    Happy Star Wars Day ,positive
24231,neutral,is drawing a picture for her bubba,neutral
24232,worry,_xotashhh I love having days off school I had one on friday too,negative
24233,neutral,Glad to see its a typical Bank Holiday weather wise  I was going to do so much today  yeah right,neutral
24234,happiness,Some goodies bagged at the car boot including some very cute cross stitch birds for my craft room The man selling was a sweetie,positive
24235,relief,kate38381849 haha its ok i really dont like getting to other businesses so its Ok,positive
24236,neutral,White House joins social networking sites gt httpbitly15Fo4X  better late than never,neutral
24237,enthusiasm,good morning,positive
24238,happiness,heading off to schoool going to have a good day i just knoww,positive
24239,empty,Screw the reviews I thought Wolverine was awesome But not enough Dominic Monaghan for my liking,neutral
24240,neutral,vwll2009 Would one of the VWLLers want to add this event to our Ning   httpbitlyBF5sh  Would much appreciate that,neutral
24241,happiness,httptwitpiccom4jdtx  Springtime is nice,positive
24242,worry,Download movie  quotStill Waitingquot httptinyurlcomd9g8sj cool movie,negative
24243,worry,Catwoman123 Have a good one,negative
24244,relief,marika75 musichabits  Ill join your study,positive
24245,love,Claude Debussy is my homeboy,positive
24246,sadness,MerCuriosJewels Wonderful trip  Read all 4 Twilight novels  Completely all consuming and engrossing  Kinda sad to be done,negative
24247,neutral,Thanks 8101harris I will have the editing done soon for hoteleden I see I do a better job behind the camera instead of in front of it,neutral
24248,happiness,AndyTaylorSonic Yey holiday Monday in Uk today  have a chilled day,positive
24249,empty,We expect One Man Band to be released sometime next week,neutral
24250,hate,dannyvan i could have got you some from work and not paid more than R20 per 2l,negative
24251,worry,qatesiuradewyo I would cry a little Waitno I mean the mechanical army would be so pleased to have proper representation Xme,negative
24252,happiness,emzyjonas My favourite TV show when i was a kid was Bananas In Pyjamas and Teletubbies  lol Luckyy youuuu going to a JB concert haha,positive
24253,happiness,cresh182 have fun  bbq is good  no matter where it is,positive
24254,worry,implementing will_paginate  on my website i love rails,negative
24255,worry,listening to varsity fanclub,negative
24256,neutral,1 more to 800 which one of your friends deserve a free hug,neutral
24257,love,going for lunch soon  with my fave cuzs,positive
24258,worry,Wil_Anderson your tweets were awesome  fuck the heat Thats what dencorub is for,negative
24259,love,may the forth be with you,positive
24260,happiness,chelsea_anstee i hope its in expo that would be amazing im trying so hard to make perfection so it is,positive
24261,happiness,vampirefreak101 Haha  Thanks,positive
24262,neutral,Is now back at the school working on the bachproject,neutral
24263,love,good morning twitterers  rise and shine just on my way to school,positive
24264,neutral,GottfriedJS Gosh but you travel quickbeam me up Gottfried,neutral
24265,worry,LauriM could do will the fact that its bank holiday make any difference lemme check my money situation also,negative
24266,love,im off to see a movie quot17 againquot,positive
24267,happiness,Oh and now Mondays also mean new American Dad  So glad I watched that show so funny and it makes Mondays even better,positive
24268,relief,AndyACB yes not for putting inside anything else,positive
24269,surprise,phomor someones horsing about Btw Hubb feels the same about twitter Hes naming towerofbabble as the other party,positive
24270,anger,MondayFunday  Wake up peopleand keep me awake please   Today is going to be a long oneI can already feel it Eww,negative
24271,surprise,Alexia has clogged up twitter again so I thought Id post a tweet Um Just had a shower  Now I will have a drink Teehee,positive
24272,happiness,whoa that was some showering session,positive
24273,neutral,babygirlparis where are you going paris,neutral
24274,sadness,Especially hard to get out of bed with myself this morn Cuz Im hot   Now running late stuck in front of the mirror checking Myself Out,negative
